id,answer,visibility,unit_id
0d67c6ddffb6,27,private,0d67c6ddffb6
0d6e2cf1d55b,120,private,0d6e2cf1d55b
0db70c69bd3d,16,private,0db70c69bd3d
0dbe616aefb8,6,private,0dbe616aefb8
0df343aefbed,5,private,0df343aefbed
0df83fbc9d4c,200,public,0df83fbc9d4c
0e497c6fbebe,80,private,0e497c6fbebe
0e7081b46ed3,75,private,0e7081b46ed3
0eadb4fd2f18,25,public,0eadb4fd2f18
0f243eae3512,2,public,0f243eae3512
0f2d4efee90e,4,private,0f2d4efee90e
0f47af683bca,14,public,0f47af683bca
0f539eb208aa,15,public,0f539eb208aa
0f7ad7ea9c8a,48,private,0f7ad7ea9c8a
0f8c848055a8,24,public,0f8c848055a8
0f98c7c377ee,570,public,0f98c7c377ee
0fa2e1d78edf,15,public,0fa2e1d78edf
0fa52dd891ba,16,public,0fa52dd891ba
0fac674b71bd,69,private,0fac674b71bd
0fb07b934b24,17,public,0fb07b934b24
0feb0dc28e74,6,private,0feb0dc28e74
0ff223325116,32,public,0ff223325116
105f5b444bf3,60000,private,105f5b444bf3
10986fc8112b,20,public,10986fc8112b
10a925f0daf9,2,private,10a925f0daf9
10b821015ad1,296,private,10b821015ad1
10bac0c69a96,12,private,10bac0c69a96
10f1d701efdf,5,public,10f1d701efdf
1144ae926828,21,private,1144ae926828
11514dcfa585,195,private,11514dcfa585
1176ca2f20ec,40,public,1176ca2f20ec
119c41e1f3d6,3000,private,119c41e1f3d6
119ee5d23be3,16,public,119ee5d23be3
11fd79c37a87,84,private,11fd79c37a87
128e2d49b50e,12,private,128e2d49b50e
1291b39f57e8,5,private,1291b39f57e8
12ca961544b2,7,private,12ca961544b2
12fdaa113dfa,100,private,12fdaa113dfa
133394b26ce4,4,private,133394b26ce4
1350e37bc5f2,60,private,1350e37bc5f2
13559de1bafb,320,private,13559de1bafb
13708cec823d,5,private,13708cec823d
1378a7f5e75b,23,private,1378a7f5e75b
13984663fa34,18,public,13984663fa34
14021e315e68,16,public,14021e315e68
140de7ec883b,16,private,140de7ec883b
1459310e2267,6,private,1459310e2267
1529f3cb77b6,10,private,1529f3cb77b6
156318be8fd4,4000,private,156318be8fd4
15860ad86c0f,5,private,15860ad86c0f
15bebe2a9174,45,private,15bebe2a9174
15d812e009b4,8,private,15d812e009b4
15db534dec2a,30,private,15db534dec2a
15f416ea91be,75,public,15f416ea91be
16a4a7578ee4,20,public,16a4a7578ee4
16af6e4d3398,30,private,16af6e4d3398
16d226a12155,650,public,16d226a12155
16da8ab4c916,14,public,16da8ab4c916
16dbbf76f550,14,private,16dbbf76f550
171cc0ff7ed6,205,public,171cc0ff7ed6
1726dc5a3f39,16,private,1726dc5a3f39
1790d54b804d,189,private,1790d54b804d
1798c1896d52,21,private,1798c1896d52
17c3c11a28aa,7500,private,17c3c11a28aa
17e084280d4d,50,public,17e084280d4d
17e3e2797b05,8,private,17e3e2797b05
18100d9866cb,75,private,18100d9866cb
182cd1612e3e,826,public,182cd1612e3e
185da5495bad,11,private,185da5495bad
18be37494018,14,private,18be37494018
192169904ee9,50,private,192169904ee9
193db6f32805,30,private,193db6f32805
1963142a0fdf,18,public,1963142a0fdf
19a7a637ac5f,7000,public,19a7a637ac5f
19cc6aae8901,4,public,19cc6aae8901
19f9005b4954,2325,private,19f9005b4954
1a8dcb21fb20,6,public,1a8dcb21fb20
1a9b957d1823,64,private,1a9b957d1823
1aae4bcfec01,276,public,1aae4bcfec01
1b1e97999788,10,private,1b1e97999788
1b347bcf3360,120,private,1b347bcf3360
1b6a472ca60c,14,public,1b6a472ca60c
1b7b37c111ea,280,private,1b7b37c111ea
1b97a6054999,525,private,1b97a6054999
1bb03bb20783,50,private,1bb03bb20783
1bbbecf0361c,94,private,1bbbecf0361c
1beef5e10204,4,public,1beef5e10204
1c85771cef5c,5,public,1c85771cef5c
1c9523d412df,14,public,1c9523d412df
1cecbeadea0b,240,private,1cecbeadea0b
1d18a0072eed,398,private,1d18a0072eed
1d7d061f7798,240,private,1d7d061f7798
1db155d79430,1,private,1db155d79430
1e1ffe989876,156,private,1e1ffe989876
1e25372955d7,15,public,1e25372955d7
1e5d19abe954,5,private,1e5d19abe954
1eaf93274ad3,5,private,1eaf93274ad3
1ec8f4b26db8,72,public,1ec8f4b26db8
1eeb2a105b55,860,private,1eeb2a105b55
1f2e6419eea7,138,private,1f2e6419eea7
1f5c23f33705,14,private,1f5c23f33705
1f5c633540ef,21,public,1f5c633540ef
1f786c30b76d,1125,private,1f786c30b76d
1fb9012b7048,54,private,1fb9012b7048
1fcf1a808fa4,5,private,1fcf1a808fa4
1feda78c9a0b,240,private,1feda78c9a0b
1feef3848f99,110,private,1feef3848f99
1ffcfa5bf3d0,6,private,1ffcfa5bf3d0
1ffdc7a2d63d,75,private,1ffdc7a2d63d
208c62c9e44d,1,private,208c62c9e44d
20dc972e16c5,90,private,20dc972e16c5
20de24526529,450,public,20de24526529
20f884907d7f,20,public,20f884907d7f
20feca608c77,80,private,20feca608c77
21578c932877,30,private,21578c932877
217cc6f34dcc,26,private,217cc6f34dcc
219440c7a407,24,private,219440c7a407
21a2727d80be,12,private,21a2727d80be
21e0d34003ca,560,private,21e0d34003ca
21eb0f2c6360,48,private,21eb0f2c6360
21ff2359b773,15,private,21ff2359b773
223942b1d00a,6,private,223942b1d00a
226a8ff03552,20000,private,226a8ff03552
22736cea01ca,60,private,22736cea01ca
2279025ca53d,48,private,2279025ca53d
227f9af33830,42,private,227f9af33830
22f9f7ed3448,360,private,22f9f7ed3448
23133924909b,74,private,23133924909b
231af1e307e2,6,public,231af1e307e2
2363b60ab3b1,67,private,2363b60ab3b1
23b326beeef5,34,private,23b326beeef5
23d1d81ff0c6,80,public,23d1d81ff0c6
241035af5229,7425,private,241035af5229
246a87f1bc8d,24,private,246a87f1bc8d
252b75884691,9,private,252b75884691
25969e1126a2,270,private,25969e1126a2
25e794bfbf98,4,private,25e794bfbf98
261b0a957892,10800,private,261b0a957892
2652572051cd,31,public,2652572051cd
269d06be70d6,9,public,269d06be70d6
26b0265e4252,16,private,26b0265e4252
272b00f0e340,1600,private,272b00f0e340
273b847232c8,20,private,273b847232c8
276c8dadcaa7,42,public,276c8dadcaa7
27ddb3880a0e,25,private,27ddb3880a0e
27e7dd77f43e,840,public,27e7dd77f43e
27fd7b25fc9b,160,public,27fd7b25fc9b
2816701f598f,247,private,2816701f598f
282295048201,15,private,282295048201
282473b591ea,4,private,282473b591ea
283f85215fe7,24,private,283f85215fe7
284057a1c547,2000,private,284057a1c547
2853a1e89d29,92,private,2853a1e89d29
2880f89e4e75,50,private,2880f89e4e75
2892074129e7,64,private,2892074129e7
290dd830dcb4,35,private,290dd830dcb4
2917e61d25c5,90,private,2917e61d25c5
291a9561b04f,15,private,291a9561b04f
2922594e1da0,93000,private,2922594e1da0
293a9cbadd45,4,public,293a9cbadd45
2a0395031586,113,private,2a0395031586
2a529a88a672,28,private,2a529a88a672
2ab3f89fa8e7,18,private,2ab3f89fa8e7
2ab42656813d,45,public,2ab42656813d
2ad3dd2c764b,58,private,2ad3dd2c764b
2ae2632667e9,138,public,2ae2632667e9
2af22a02f3ae,4,private,2af22a02f3ae
2b18403fc1f4,26,private,2b18403fc1f4
2b23a6270584,300,private,2b23a6270584
2b33316d9c80,220,private,2b33316d9c80
2b665fe3a917,50,public,2b665fe3a917
2b6817dea93f,576,private,2b6817dea93f
2b80f0931ce2,20,private,2b80f0931ce2
2b8224e5ff39,58,public,2b8224e5ff39
2c102fc75995,2400,private,2c102fc75995
2c87ec228eb6,54,public,2c87ec228eb6
2c8e8361ed2e,57500,private,2c8e8361ed2e
2c9779233b1c,9,private,2c9779233b1c
2cac06d8065d,74,private,2cac06d8065d
2cae898d31c9,245,private,2cae898d31c9
2cd135759d15,2,public,2cd135759d15
2cea416ecb01,50,private,2cea416ecb01
2d0b10bf115d,15,private,2d0b10bf115d
2d4eecaa3131,54,private,2d4eecaa3131
2d6f07472ca1,16,private,2d6f07472ca1
2d861a1b42ec,23,private,2d861a1b42ec
2d8cd61d11db,3000,private,2d8cd61d11db
2d929bcc7a8b,70,private,2d929bcc7a8b
2da5b4065707,89,private,2da5b4065707
2deddee5097c,36,private,2deddee5097c
2e10a27bd3f9,18,private,2e10a27bd3f9
2e3ed1871ba5,5,public,2e3ed1871ba5
2e67d1b6130f,50,private,2e67d1b6130f
2eb878a2da6e,480,private,2eb878a2da6e
2ecf8a4d3bae,3,private,2ecf8a4d3bae
2f1c06cbe553,110,private,2f1c06cbe553
2f5a04bf9292,750,public,2f5a04bf9292
2f7815559568,30,private,2f7815559568
2fa747fd6dde,655,private,2fa747fd6dde
2fc9030f7010,2,private,2fc9030f7010
301ed9bf82ce,60,private,301ed9bf82ce
30415fefab4f,17500,private,30415fefab4f
30487c71696d,250,private,30487c71696d
304c9b0a215c,95,private,304c9b0a215c
306664cb7fdf,2600,private,306664cb7fdf
307e27b63706,45,private,307e27b63706
3086242543d7,320,private,3086242543d7
30b11fda9716,60,private,30b11fda9716
30b1f23d7c6e,32,public,30b1f23d7c6e
30ca890ef8e8,25,public,30ca890ef8e8
3107427ff9f7,21,private,3107427ff9f7
313b5a60dd6b,36,private,313b5a60dd6b
315240c98551,520,private,315240c98551
317892732663,15,private,317892732663
317a728eeb4d,120000,private,317a728eeb4d
3194654f50bf,56,private,3194654f50bf
31bf2e70e600,11,private,31bf2e70e600
31cdc06b744c,60,private,31cdc06b744c
31d61a9ffd29,272,private,31d61a9ffd29
3286ecf6d3a3,1080,private,3286ecf6d3a3
32dab5277419,250,private,32dab5277419
33135dcab6fd,22,private,33135dcab6fd
339ac77ebffb,55,public,339ac77ebffb
33e50a1f5f48,15,private,33e50a1f5f48
3406b863c581,225,private,3406b863c581
349ab96d3ff9,2125,private,349ab96d3ff9
3530996df64f,23,private,3530996df64f
35b1ab4a095f,16,private,35b1ab4a095f
35e362d735ec,160,public,35e362d735ec
35ea21828058,5,public,35ea21828058
35f708d2fe92,90,private,35f708d2fe92
35f7a16f5f6f,1240,private,35f7a16f5f6f
365afd83ca58,80,private,365afd83ca58
36660ee430b3,36,private,36660ee430b3
36b19245f1fb,35,private,36b19245f1fb
36e29efe5ca8,13,private,36e29efe5ca8
36e2cc8c58aa,9,private,36e2cc8c58aa
36f177ebe76c,1050,public,36f177ebe76c
371f2fed99ac,77,private,371f2fed99ac
374d9e48124d,8,private,374d9e48124d
37d222b832c7,4,private,37d222b832c7
37d74e6fd68a,55,private,37d74e6fd68a
385367da2261,262500,private,385367da2261
3864140997db,195,private,3864140997db
3881d22357a5,4400,private,3881d22357a5
388995f66cbd,720,private,388995f66cbd
38c5182198e1,71,public,38c5182198e1
3914eadd8764,20,private,3914eadd8764
395078748517,1300,private,395078748517
3956929725cc,306,private,3956929725cc
39762feee77b,4,private,39762feee77b
399abd76071c,4,private,399abd76071c
39a6feefafaf,40,private,39a6feefafaf
39a8c45d760f,20,private,39a8c45d760f
39bc72d7cae2,1170,private,39bc72d7cae2
39cae7dc70a8,50,public,39cae7dc70a8
39d325eafc16,54,public,39d325eafc16
39d494984990,56,private,39d494984990
3a8a1115da7b,1218,private,3a8a1115da7b
3a93f7d145a9,13,private,3a93f7d145a9
3ab434a13e90,300,public,3ab434a13e90
3adb9ffb5c39,193,private,3adb9ffb5c39
3b12e3a94f64,120,public,3b12e3a94f64
3b2117d72809,180,private,3b2117d72809
3b4628c21dbb,280,private,3b4628c21dbb
3b6fdd4e8d3b,11050,private,3b6fdd4e8d3b
3ba1e6a563fd,4,private,3ba1e6a563fd
3ba28655f927,6,private,3ba28655f927
3bdabe704787,120,private,3bdabe704787
3c1f870f968b,72000,private,3c1f870f968b
3c2851da1de0,95200,private,3c2851da1de0
3c313263b833,68,public,3c313263b833
3c51aa0fbdf3,5,private,3c51aa0fbdf3
3c6086e34122,162000,public,3c6086e34122
3c60f5a064e1,17,private,3c60f5a064e1
3c97d556c725,18000,private,3c97d556c725
3ca6643cb074,260,private,3ca6643cb074
3cc3bda63ed0,2,private,3cc3bda63ed0
3d058d64eaca,10,public,3d058d64eaca
3d267e8ce5d1,6,private,3d267e8ce5d1
3d9cbc4361a0,2,private,3d9cbc4361a0
3e544c0dc4eb,5600,private,3e544c0dc4eb
3e80c4931f94,10,private,3e80c4931f94
3ea0afbe2fb8,45,private,3ea0afbe2fb8
3eb13031c8fb,40,private,3eb13031c8fb
3ecab5705ca6,87,private,3ecab5705ca6
3efeaab2454d,163,private,3efeaab2454d
3f138c19350c,227,private,3f138c19350c
3f573a71dd18,8,private,3f573a71dd18
3f6e7df806df,11,public,3f6e7df806df
3f8603e82aca,8,private,3f8603e82aca
40560d58ca41,8,private,40560d58ca41
40ac97ee3d06,7,private,40ac97ee3d06
40b810331129,300,private,40b810331129
40de65307cde,14,private,40de65307cde
40e3b5c339b9,80,public,40e3b5c339b9
40e9fc93523d,10,private,40e9fc93523d
41325317e83e,43,private,41325317e83e
4134b824b8c7,168,private,4134b824b8c7
4155a96ca109,40,public,4155a96ca109
41c560cfad92,85000,private,41c560cfad92
41d612461b76,76,public,41d612461b76
41f749671429,180,private,41f749671429
426102facb18,60,private,426102facb18
42c9f4622fac,180000,public,42c9f4622fac
4310f1625f74,940,private,4310f1625f74
4314b622ab99,5,private,4314b622ab99
43477b18c5c4,70,private,43477b18c5c4
435ee913e2c2,17,private,435ee913e2c2
436c7b052399,27,private,436c7b052399
4382fe560e09,1,private,4382fe560e09
43afe33a0908,170,private,43afe33a0908
43cd5b8e96a3,400,private,43cd5b8e96a3
43f36143e7b9,32,private,43f36143e7b9
43f6462b714f,19,private,43f6462b714f
440b6579069f,104,private,440b6579069f
448d28678b57,5,public,448d28678b57
4494394ddfa8,34,private,4494394ddfa8
44ce92c63e1f,800,private,44ce92c63e1f
44d1a5815c71,39,private,44d1a5815c71
44f8b4f1d86f,25,private,44f8b4f1d86f
4516784188aa,8,private,4516784188aa
45284dfdced4,131250,public,45284dfdced4
45829e6a98ec,10,private,45829e6a98ec
45dd54498041,104,private,45dd54498041
45df5aea7cf5,72,private,45df5aea7cf5
45f3ef76afc7,18,private,45f3ef76afc7
45f4644b5c3e,50,private,45f4644b5c3e
460f292b8e18,4,private,460f292b8e18
4624aa0d3110,1,private,4624aa0d3110
463d8faddd7f,38,private,463d8faddd7f
4654ee32ee99,14,private,4654ee32ee99
466d72c10026,3,private,466d72c10026
46b3064c5bb7,160,private,46b3064c5bb7
46bc91cc6945,11,public,46bc91cc6945
46f996c33dc8,540,private,46f996c33dc8
4712235152ad,6,private,4712235152ad
475ed8a42c75,20,private,475ed8a42c75
477ebe40fce5,17,public,477ebe40fce5
479734377e93,70,private,479734377e93
47b4ccb180ac,17,private,47b4ccb180ac
47bcf946a8f1,595,private,47bcf946a8f1
47cfe04f8926,2,private,47cfe04f8926
47e9cfa882b8,22,private,47e9cfa882b8
4815331c15e5,48,public,4815331c15e5
481e62833359,34,private,481e62833359
481ed16fe7e0,400,private,481ed16fe7e0
48483aaf864a,842,private,48483aaf864a
484bee25faca,14000,private,484bee25faca
48c992cf21a1,8,public,48c992cf21a1
48ef3fde5785,4,private,48ef3fde5785
492e2564ec60,7,private,492e2564ec60
493aed8e1a5a,17000,private,493aed8e1a5a
495b8ad9de22,27000,private,495b8ad9de22
49860457c1d0,36,private,49860457c1d0
498f5fa2e7c3,50,private,498f5fa2e7c3
49ca896cb72e,450,public,49ca896cb72e
4a3478f9bafb,39,public,4a3478f9bafb
4a9732dd1bef,2,private,4a9732dd1bef
4aab7c5a684c,10,private,4aab7c5a684c
4b0812fa2a7a,140,private,4b0812fa2a7a
4bbeec33b36d,25,private,4bbeec33b36d
4bc7aabf04d3,150,private,4bc7aabf04d3
4bed269dbb2f,17,public,4bed269dbb2f
4c0214fd35a5,5,private,4c0214fd35a5
4c1b2432fbf3,32,private,4c1b2432fbf3
4c2ccdd73a7f,9,private,4c2ccdd73a7f
4c786d3d95ec,88,private,4c786d3d95ec
4c7a60f738f9,200,private,4c7a60f738f9
4cda66357b84,1,private,4cda66357b84
4d23a9b87e10,105,public,4d23a9b87e10
4d23f6217af6,2,private,4d23f6217af6
4d8b0b127bab,324,public,4d8b0b127bab
4d9a350804d7,13,public,4d9a350804d7
4e03dc8e4020,66,private,4e03dc8e4020
4e2e605ca52f,30,private,4e2e605ca52f
4e5261ee92cf,15,private,4e5261ee92cf
4e5f17dfcc27,70000,private,4e5f17dfcc27
4e978ebd1021,25,private,4e978ebd1021
4ea12c3fcd9d,90,private,4ea12c3fcd9d
4ee4676f6b0b,5,private,4ee4676f6b0b
4f2f77ac1205,52,public,4f2f77ac1205
4f6c5a531598,2,private,4f6c5a531598
4f828bdf9b8e,20,public,4f828bdf9b8e
4fd201cf0202,10,public,4fd201cf0202
502ab83feecd,11,private,502ab83feecd
502cd8b316a9,180,public,502cd8b316a9
503299a25250,92,private,503299a25250
5037db605d74,15,private,5037db605d74
506594127ef4,26,private,506594127ef4
50e53cf26e9b,60,private,50e53cf26e9b
513d00eb37a3,147,private,513d00eb37a3
514f63b8a743,20,private,514f63b8a743
518cd5b54f21,120,private,518cd5b54f21
51d5decb26c0,5,private,51d5decb26c0
522dd2a437d9,40,private,522dd2a437d9
526e00513adf,12,private,526e00513adf
529a742cdea7,9,public,529a742cdea7
5376c4b4bbc2,25,private,5376c4b4bbc2
5466d937891c,5,private,5466d937891c
546948eadaeb,3,public,546948eadaeb
547bcd95fcfb,20,public,547bcd95fcfb
547d854ced47,33,private,547d854ced47
54c219c070fd,230,public,54c219c070fd
55301593380f,21,private,55301593380f
557af40954d3,2280,private,557af40954d3
559647ab8446,68,private,559647ab8446
559f5e4f9a61,319,private,559f5e4f9a61
55b1b49f0955,105,private,55b1b49f0955
5679e6da16dc,482,private,5679e6da16dc
56a610fb8281,47,private,56a610fb8281
56c4b5605d1b,132,private,56c4b5605d1b
56c4ea2ef98d,762,private,56c4ea2ef98d
56f1ce6c0784,720,private,56f1ce6c0784
57206a351682,360,private,57206a351682
5768402e203a,80,private,5768402e203a
57a3d76b6710,106,private,57a3d76b6710
57eb551103f7,3528,private,57eb551103f7
5804df32e4fb,84,public,5804df32e4fb
5826b68771dd,16,public,5826b68771dd
58444b64a424,240000,private,58444b64a424
59a3d6f53209,1000,private,59a3d6f53209
5a4731e896b6,175,public,5a4731e896b6
5ae86ca0aab0,5,private,5ae86ca0aab0
5b08dda443d2,147,public,5b08dda443d2
5b0e449a9e16,80,private,5b0e449a9e16
5b233a29b296,68,private,5b233a29b296
5b6e0ec8578d,348,private,5b6e0ec8578d
5c593d3d650e,81,private,5c593d3d650e
5c8bac0d1b02,60,private,5c8bac0d1b02
5c9b9d415293,12,private,5c9b9d415293
5ce426a65307,12,private,5ce426a65307
5ce4ce6fa210,90,private,5ce4ce6fa210
5cf179555841,50,private,5cf179555841
5d07e0c1aaca,62,private,5d07e0c1aaca
5d0bd11d6c06,85,private,5d0bd11d6c06
5d1c384172df,56,public,5d1c384172df
5d25e04ee495,80,private,5d25e04ee495
5d336053824f,10,private,5d336053824f
5d45ea889668,3430,private,5d45ea889668
5d4d618947ac,43500,public,5d4d618947ac
5d70a0aab7a5,13,private,5d70a0aab7a5
5d8b16f018a6,80,private,5d8b16f018a6
5db7803444b3,8,private,5db7803444b3
5dfedc84ff9d,30,private,5dfedc84ff9d
5e0103c3bb62,26,public,5e0103c3bb62
5e57a60e4ee2,21,public,5e57a60e4ee2
5e66a9f2afd4,18,public,5e66a9f2afd4
5e74dfce5f05,60,public,5e74dfce5f05
5ea0760bfab2,91,private,5ea0760bfab2
5ecf5f271f63,294,private,5ecf5f271f63
5ee9624fade2,2,private,5ee9624fade2
5f18892077fb,575,public,5f18892077fb
5f2b793ba750,700,public,5f2b793ba750
5f30c7683ee6,160,public,5f30c7683ee6
5f8d5e4154fa,250,public,5f8d5e4154fa
5fa47a2ac3d3,67,private,5fa47a2ac3d3
5fc46ad66e1c,250,public,5fc46ad66e1c
60371b08bb36,40,public,60371b08bb36
60a703410031,16,public,60a703410031
60ba19d6aed1,25,private,60ba19d6aed1
6179c71cf98a,55,private,6179c71cf98a
61a6fec37d48,10,public,61a6fec37d48
61e6909bc983,10,private,61e6909bc983
61f77b0e7e49,12,private,61f77b0e7e49
62686f7016b6,300,private,62686f7016b6
62695707a3f8,4,public,62695707a3f8
62dbab1aa9ee,10,public,62dbab1aa9ee
62eceb6d070b,18,private,62eceb6d070b
63cb73c72a3a,82,private,63cb73c72a3a
63d2b155908a,3360,private,63d2b155908a
63d9842e3f7f,6400,private,63d9842e3f7f
640d224ad021,2,private,640d224ad021
6485777bc552,60,private,6485777bc552
64f26fad7abf,40000,private,64f26fad7abf
65021a35068c,28,private,65021a35068c
650f4e97e4dd,11,private,650f4e97e4dd
6510646b2291,220,private,6510646b2291
657c0faa3457,75,public,657c0faa3457
65932362f48a,64,private,65932362f48a
65b07b77267c,30,private,65b07b77267c
65ceac6c7aae,160,private,65ceac6c7aae
65e893e1290d,298,private,65e893e1290d
65f2cd9a941c,98,private,65f2cd9a941c
661cd0ef5547,410,private,661cd0ef5547
6628943142d2,5,private,6628943142d2
66774aa64015,75,private,66774aa64015
66a8adb84c3b,16,private,66a8adb84c3b
66e3b2a3a8ea,28,public,66e3b2a3a8ea
67790ebe3463,2640,private,67790ebe3463
67cf9a8e148b,1920,private,67cf9a8e148b
67dfdc5c6a1a,175,private,67dfdc5c6a1a
685b69b40e42,140000,private,685b69b40e42
6902620b20e4,1430,public,6902620b20e4
6909b625e23e,45,public,6909b625e23e
6916f0c2909d,128,private,6916f0c2909d
691cff6fa788,6,public,691cff6fa788
696bdadb2c03,6600,public,696bdadb2c03
69a68c824de3,5760,public,69a68c824de3
69cbd02cbf46,8,private,69cbd02cbf46
6a093ea61501,540,private,6a093ea61501
6a30906519d8,2,private,6a30906519d8
6a40a1cdb256,8,private,6a40a1cdb256
6ab9cf286746,2,private,6ab9cf286746
6b1bee709677,375,private,6b1bee709677
6b24f72f5a6d,40,private,6b24f72f5a6d
6b2c084d0ed5,10,private,6b2c084d0ed5
6bc21075f720,225,private,6bc21075f720
6c06a20240c4,27,private,6c06a20240c4
6c439a843eae,48,public,6c439a843eae
6c7381111b4d,694,private,6c7381111b4d
6ca12a29abda,17,public,6ca12a29abda
6cbb817a2b40,4,private,6cbb817a2b40
6cc60a795e79,10,private,6cc60a795e79
6d75f9d51430,240,private,6d75f9d51430
6d7a6d892078,64800,private,6d7a6d892078
6dc76ffc2b62,1,private,6dc76ffc2b62
6def958f0dc0,270,private,6def958f0dc0
6e008e6be3de,10,public,6e008e6be3de
6e230fd9630f,2,private,6e230fd9630f
6f177e11f363,95,private,6f177e11f363
6f52bd1c97d7,12,private,6f52bd1c97d7
6f5e3c212f84,9,private,6f5e3c212f84
6f6e5e3efca2,31,private,6f6e5e3efca2
6f8625f084e7,16,private,6f8625f084e7
6fab3934f977,157,private,6fab3934f977
6fb06d4b3e32,24,private,6fb06d4b3e32
6fcfaa2a7f0b,36,private,6fcfaa2a7f0b
6fff0b79f867,1,public,6fff0b79f867
7005a04725c9,60,private,7005a04725c9
700db3f4aca6,70,public,700db3f4aca6
70475bc29095,56,private,70475bc29095
704aab01946e,225,private,704aab01946e
70620e8b7135,13,private,70620e8b7135
708cbf35fe2b,100,public,708cbf35fe2b
7097ff0c69fd,3,private,7097ff0c69fd
70c6b4832c60,25,private,70c6b4832c60
70ec947a05f8,4,private,70ec947a05f8
70fce00efdb7,5,public,70fce00efdb7
712d772c4147,29,public,712d772c4147
713039126130,45,private,713039126130
7156514f2f8f,120,private,7156514f2f8f
718d61baafd3,2,private,718d61baafd3
718fda29cab1,6,private,718fda29cab1
71bceeab89e4,9,private,71bceeab89e4
71c89bfb8b94,44,private,71c89bfb8b94
71f1b5e841c8,1520,public,71f1b5e841c8
722c4e178e80,8,private,722c4e178e80
722d1c261b11,50,private,722d1c261b11
7234f3f9da0c,6000,public,7234f3f9da0c
723cbca893d2,36,private,723cbca893d2
7259d77fc7f6,2,public,7259d77fc7f6
727d6d7fb016,55,private,727d6d7fb016
72f96ad5f022,675,private,72f96ad5f022
72fea80f2afc,172,private,72fea80f2afc
7315c1961f8a,10,private,7315c1961f8a
7317f3c23542,1,public,7317f3c23542
7347ee471783,12,private,7347ee471783
7387493ea130,6,private,7387493ea130
73958a0e3768,24,public,73958a0e3768
73ca7c5c1390,16,private,73ca7c5c1390
741e649b57ba,370,private,741e649b57ba
74d30ffcd514,8,private,74d30ffcd514
74fdc3d7af66,132,private,74fdc3d7af66
751789e644cd,600,private,751789e644cd
755317d2f456,5,public,755317d2f456
7555592670fa,21,private,7555592670fa
7647614bc114,15,private,7647614bc114
764defd204f8,3,private,764defd204f8
76507b8bf2df,11,private,76507b8bf2df
765e1d0e801e,40,private,765e1d0e801e
76cac601035f,150,private,76cac601035f
7745f844de0f,220,private,7745f844de0f
7795b14ac430,28,private,7795b14ac430
779df4f01d19,60,private,779df4f01d19
779e9d509748,75,private,779e9d509748
7813e2dc3f9d,18,private,7813e2dc3f9d
782845714761,142,private,782845714761
78739858f47b,145,private,78739858f47b
788cc74ac7d8,64,public,788cc74ac7d8
7922c9621eb1,20,public,7922c9621eb1
79394e56ca98,15,private,79394e56ca98
79c28dad6cb8,2100,private,79c28dad6cb8
7a02632b26a7,5,private,7a02632b26a7
